price,amount,side
87.824,45.4134,bid
87.822,0.367,bid
87.812,0.2752,bid
87.786,0.367,bid
87.785,0.2752,bid
87.784,113.628973,bid
87.778,79.4431,bid
87.777,0.367,bid
87.776,0.2752,bid
87.768,0.367,bid
87.767,0.2752,bid
87.759,0.367,bid
87.758,0.2752,bid
87.734,80.538153,bid
89.371,3.267605,ask
89.343,40.466056,ask
89.3,0.77,ask
89.101,1.175329,ask
89.041,1.196372,ask
89.0,20.0,ask
88.95,0.733,ask
88.907,3.284674,ask
88.832,54.801683,ask
88.816,2017.393998,ask
88.8,0.754783,ask
88.664,0.078,ask
88.633,0.227,ask
88.622,107.625733,ask
88.571,1.182365,ask
88.445,3.301809,ask
88.416,0.715056,ask
88.393,1.704,ask
88.382,190.642738,ask
88.301,0.367,ask
88.293,81.59507,ask
88.265,0.367,ask
88.244,113.605854,ask
88.229,0.367,ask
88.228,83.572703,ask
88.221,1.704,ask
88.22,3.993534,ask
88.204,81.333565,ask
88.184,0.367,ask
88.176,45.388984,ask
88.175,0.367,ask
88.144,11.361582,ask
88.137,5.680791,ask
88.135,0.367,ask
88.129,34.081,ask
88.128,80.538153,ask
88.108,0.367,ask
88.09,0.367,ask
88.088,11.347246,ask
88.084,113.608774,ask
88.082,0.2752,ask
88.081,0.367,ask
88.078,7.420046,ask
88.067,0.367,ask
88.054,500.0,ask
88.053,0.367,ask
88.049,11.682506,ask
88.041,0.367,ask
88.032,28.404734,ask
88.03,11.714246,ask
88.023,0.367,bid
88.02,0.367,bid
88.019,11.347246,bid
88.016,28.771734,bid
88.014,0.6422,bid
88.005,0.2752,bid
87.997,0.367,bid
87.994,500.0,bid
87.993,0.846,bid
87.992,0.2752,bid
87.988,0.367,bid
87.986,4.11506,bid
87.985,36.688878,bid
87.983,0.2752,bid
87.972,0.6422,bid
87.971,34.084,bid
87.959,0.367,bid
87.957,113.608774,bid
87.956,0.2752,bid
87.949,0.367,bid
87.948,0.564,bid
87.946,0.2752,bid
87.942,83.300302,bid
87.94,0.367,bid
87.936,0.2752,bid
87.931,0.367,bid
87.927,0.2752,bid
87.92,0.367,bid
87.916,4.11506,bid
87.915,0.2752,bid
87.912,11.347246,bid
87.908,0.367,bid
87.906,0.2752,bid
87.894,0.367,bid
87.893,0.2752,bid
87.885,0.367,bid
87.884,0.2752,bid
87.876,0.367,bid
87.875,0.2752,bid
87.874,12.662017,bid
87.867,0.367,bid
87.866,0.2752,bid
87.855,1.704,bid
87.849,0.367,bid
87.848,0.2752,bid
87.84,0.367,bid
87.839,0.2752,bid
87.831,0.367,bid
87.83,7.693735,bid
87.824,45.388984,bid
89.101,1.175329,ask
89.041,1.196372,ask
89.0,10.0,ask
88.997,0.41153,ask
88.95,0.733,ask
88.88,4.652137,ask
88.664,0.078,ask
88.571,1.182365,ask
88.53,55.618887,ask
88.447,3.852013,ask
88.393,2026.224585,ask
88.22,0.228,ask
88.182,0.147419,ask
88.158,106.073046,ask
88.142,0.419554,ask
88.043,1.189459,ask
87.988,3.872125,ask
87.984,1.712,ask
87.939,189.160918,ask
87.876,0.3923,ask
87.867,7.681808,ask
87.858,0.3923,ask
87.857,83.7198,ask
87.849,0.3923,ask
87.843,114.099468,ask
87.84,0.3923,ask
87.807,4.6e-05,ask
87.804,0.3923,ask
87.801,79.36138,ask
87.797,1.712,ask
87.795,0.3923,ask
87.791,81.148332,ask
87.786,0.3923,ask
87.779,91.590872,ask
87.777,0.3923,ask
87.759,0.3923,ask
87.75,0.3923,ask
87.718,57.143718,ask
87.714,0.3923,ask
87.713,80.058727,ask
87.704,0.564,ask
87.698,114.099468,ask
87.697,0.3923,ask
87.687,5.705163,ask
87.673,22.897718,ask
87.67,500.3923,ask
87.666,0.846,ask
87.658,0.3923,ask
87.64,28.524867,ask
87.626,0.2942,ask
87.625,0.3923,bid
87.624,28.524867,bid
87.622,1.163655,bid
87.605,0.6865,bid
87.601,22.897718,bid
87.596,0.6865,bid
87.593,5.704601,bid
87.587,511.703078,bid
87.584,0.3923,bid
87.578,0.2942,bid
87.575,0.3923,bid
87.574,114.099468,bid
87.568,0.2942,bid
87.565,0.3923,bid
87.557,0.2942,bid
87.556,0.3923,bid
87.551,0.564,bid
87.545,0.2942,bid
87.541,0.3923,bid
87.54,20.0443,bid
87.535,22.897718,bid
87.533,0.2942,bid
87.532,0.3923,bid
87.524,0.2942,bid
87.523,0.3923,bid
87.512,80.614425,bid
87.508,0.2942,bid
87.507,0.3923,bid
87.497,34.242,bid
87.493,0.2942,bid
87.492,0.3923,bid
87.48,0.2942,bid
87.479,1.711,bid
87.477,0.3923,bid
87.474,91.590872,bid
87.472,1.485749,bid
87.468,0.2942,bid
87.464,0.3923,bid
87.449,0.2942,bid
87.447,0.3923,bid
87.434,0.2942,bid
87.43,0.3923,bid
87.421,0.6865,bid
87.414,114.099468,bid
87.412,0.3923,bid
87.408,0.2942,bid
87.403,0.3923,bid
87.396,0.2942,bid
87.394,0.3923,bid
87.388,8.042634,bid
89.174,52.982043,ask
89.101,1.175329,ask
89.041,1.196372,ask
89.0,10.0,ask
88.997,0.41153,ask
88.95,0.733,ask
88.88,4.652137,ask
88.664,0.078,ask
88.571,1.182365,ask
88.53,55.618887,ask
88.447,3.852013,ask
88.393,2026.224585,ask
88.291,0.228,ask
88.182,0.147419,ask
88.158,106.073046,ask
88.142,0.419554,ask
88.043,1.189459,ask
87.988,3.872125,ask
87.984,1.712,ask
87.939,189.160918,ask
87.876,0.3923,ask
87.87,114.085024,ask
87.858,0.3923,ask
87.857,83.7198,ask
87.856,81.148332,ask
87.849,0.3923,ask
87.807,4.6e-05,ask
87.804,0.3923,ask
87.797,1.712,ask
87.795,0.3923,ask
87.779,91.45984,ask
87.777,0.3923,ask
87.748,79.36138,ask
87.732,0.3923,ask
87.718,22.86496,ask
87.715,114.068779,ask
87.714,0.3923,ask
87.713,34.804,ask
87.711,80.058727,ask
87.705,5.70385,ask
87.697,0.3923,ask
87.693,22.86496,ask
87.69,500.0,ask
87.688,0.3923,ask
87.675,0.846,ask
87.671,0.3923,ask
87.664,7.378335,ask
87.659,0.3923,ask
87.657,28.520794,ask
87.643,0.2942,ask
87.642,29.682784,bid
87.639,0.3923,bid
87.622,23.25726,bid
87.616,0.2942,bid
87.612,0.3923,bid
87.611,5.703579,bid
87.61,500.0,bid
87.604,11.701358,bid
87.6,0.846,bid
87.596,20.0443,bid
87.595,0.6865,bid
87.591,114.068779,bid
87.586,0.6865,bid
87.577,0.2942,bid
87.576,0.3923,bid
87.567,0.2942,bid
87.565,0.3923,bid
87.562,0.564,bid
87.557,0.2942,bid
87.556,0.3923,bid
87.545,0.2942,bid
87.544,80.614425,bid
87.542,34.231,bid
87.541,0.3923,bid
87.535,22.86496,bid
87.533,0.2942,bid
87.532,0.3923,bid
87.524,0.2942,bid
87.523,0.3923,bid
87.508,0.2942,bid
87.507,0.3923,bid
87.493,0.2942,bid
87.492,0.3923,bid
87.48,0.2942,bid
87.479,1.711,bid
87.477,0.3923,bid
87.474,91.45984,bid
87.472,1.485749,bid
87.468,0.2942,bid
87.464,0.3923,bid
87.449,0.2942,bid
87.447,0.3923,bid
87.439,114.116791,bid
87.434,0.2942,bid
87.43,0.3923,bid
87.421,0.6865,bid
87.412,0.3923,bid
87.408,0.2942,bid
87.403,0.3923,bid
87.396,0.2942,bid
89.174,52.982043,ask
89.101,1.175329,ask
89.041,1.196372,ask
89.0,10.0,ask
88.997,0.41153,ask
88.95,0.733,ask
88.88,4.652137,ask
88.664,0.078,ask
88.571,1.182365,ask
88.53,55.618887,ask
88.447,3.852013,ask
88.393,2026.224585,ask
88.248,0.228,ask
88.182,0.147419,ask
88.158,106.073046,ask
88.142,0.419554,ask
88.043,1.189459,ask
87.988,3.872125,ask
87.984,1.712,ask
87.939,189.160918,ask
87.858,0.3923,ask
87.857,83.7198,ask
87.856,81.148332,ask
87.84,0.3923,ask
87.834,114.148057,ask
87.831,0.3923,ask
87.807,4.6e-05,ask
87.797,1.712,ask
87.795,0.3923,ask
87.779,114.338557,ask
87.777,0.3923,ask
87.748,79.36138,ask
87.732,0.3923,ask
87.718,22.878717,ask
87.714,0.3923,ask
87.713,80.058727,ask
87.697,0.3923,ask
87.68,0.564,ask
87.679,0.3923,ask
87.678,34.239,ask
87.677,114.11685,ask
87.67,0.3923,ask
87.664,30.257052,ask
87.661,0.3923,ask
87.66,500.0,ask
87.652,5.706072,ask
87.646,0.148312,ask
87.638,1.2383,ask
87.622,28.529213,ask
87.611,0.2942,ask
87.61,28.921513,bid
87.608,1.162689,bid
87.595,22.878717,bid
87.591,5.706072,bid
87.588,0.3923,bid
87.584,11.412144,bid
87.581,0.2942,bid
87.58,500.0,bid
87.579,0.3923,bid
87.573,20.0443,bid
87.572,0.2942,bid
87.57,0.3923,bid
87.559,0.2942,bid
87.556,0.3923,bid
87.555,0.846,bid
87.553,114.11685,bid
87.545,0.2942,bid
87.541,0.3923,bid
87.535,22.878717,bid
87.533,0.2942,bid
87.532,0.3923,bid
87.524,80.908625,bid
87.523,0.3923,bid
87.513,0.564,bid
87.508,0.2942,bid
87.507,0.3923,bid
87.501,34.23,bid
87.493,0.2942,bid
87.492,0.3923,bid
87.48,0.2942,bid
87.477,0.3923,bid
87.474,91.514868,bid
87.472,1.485749,bid
87.468,0.2942,bid
87.464,0.3923,bid
87.452,1.712,bid
87.449,0.2942,bid
87.447,0.3923,bid
87.434,0.2942,bid
87.43,0.3923,bid
87.421,0.6865,bid
87.412,0.3923,bid
87.408,0.2942,bid
87.405,114.148057,bid
87.403,0.3923,bid
87.396,0.2942,bid
87.394,0.3923,bid
87.388,8.042634,bid
87.387,0.2942,bid
87.385,0.3923,bid
89.3,0.77,ask
89.174,52.982043,ask
89.101,1.175329,ask
89.041,1.196372,ask
89.0,10.0,ask
88.997,0.41153,ask
88.95,0.733,ask
88.88,4.652137,ask
88.664,0.078,ask
88.571,1.182365,ask
88.53,55.618887,ask
88.447,3.852013,ask
88.354,2026.48415,ask
88.338,106.073046,ask
88.241,0.228,ask
88.182,0.147419,ask
88.142,0.419554,ask
88.043,1.189459,ask
87.998,83.7198,ask
87.993,188.768618,ask
87.988,3.872125,ask
87.949,1.712,ask
87.93,81.148332,ask
87.833,114.130521,ask
87.809,0.3923,ask
87.807,4.6e-05,ask
87.802,79.36138,ask
87.782,0.3923,ask
87.78,1.712,ask
87.779,91.5875,ask
87.728,0.3923,ask
87.725,0.2942,ask
87.719,0.3923,ask
87.718,22.896875,ask
87.71,0.3923,ask
87.697,0.564,ask
87.685,114.148442,ask
87.683,0.3923,ask
87.674,0.3923,ask
87.673,7.221628,ask
87.665,34.6563,ask
87.661,80.058727,ask
87.66,500.0,ask
87.656,0.3923,ask
87.653,5.705979,ask
87.65,22.896875,ask
87.647,0.846,ask
87.646,0.3923,ask
87.637,0.3923,ask
87.631,28.537111,ask
87.618,0.3923,bid
87.616,1.163612,bid
87.615,28.537111,bid
87.604,0.3923,bid
87.596,0.2942,bid
87.594,0.3923,bid
87.586,23.191075,bid
87.585,0.3923,bid
87.582,5.705979,bid
87.577,0.2942,bid
87.573,11.412264,bid
87.569,0.3923,bid
87.563,0.2942,bid
87.561,500.0,bid
87.558,114.148442,bid
87.554,20.0443,bid
87.553,0.6865,bid
87.547,0.846,bid
87.537,0.2942,bid
87.536,0.3923,bid
87.535,22.896875,bid
87.528,0.2942,bid
87.527,0.3923,bid
87.52,1.484934,bid
87.519,0.2942,bid
87.509,0.3923,bid
87.508,0.2942,bid
87.505,80.614425,bid
87.499,0.3923,bid
87.498,0.2942,bid
87.497,34.249,bid
87.496,0.564,bid
87.49,0.3923,bid
87.48,0.2942,bid
87.477,0.3923,bid
87.474,91.5875,bid
87.468,0.2942,bid
87.464,0.3923,bid
87.459,0.2942,bid
87.455,0.3923,bid
87.449,0.2942,bid
87.438,0.3923,bid
87.434,0.2942,bid
87.43,1.712,bid
87.429,0.3923,bid
87.425,0.2942,bid
87.42,0.3923,bid
87.416,0.2942,bid
87.414,7.693048,bid
87.411,0.3923,bid
89.397,26.722562,ask
89.3,0.77,ask
89.174,52.982043,ask
89.101,1.175329,ask
89.041,1.196372,ask
89.0,10.0,ask
88.997,0.41153,ask
88.996,0.291201,ask
88.95,0.733,ask
88.88,4.652137,ask
88.664,0.078,ask
88.636,2020.645953,ask
88.571,1.182365,ask
88.53,55.618887,ask
88.453,0.227,ask
88.447,3.852013,ask
88.338,106.073046,ask
88.182,0.147419,ask
88.167,1.71,ask
88.162,188.768618,ask
88.142,0.419554,ask
88.118,83.7198,ask
88.097,81.148332,ask
88.079,0.3923,ask
88.074,113.82146,ask
88.043,1.189459,ask
88.025,0.3923,ask
88.01,1.71,ask
87.989,0.3923,ask
87.988,3.872125,ask
87.98,0.3923,ask
87.978,28.910402,ask
87.976,79.36138,ask
87.962,0.3923,ask
87.953,7.591021,ask
87.944,0.3923,ask
87.943,80.058727,ask
87.912,0.3923,ask
87.911,34.155,ask
87.903,0.6865,ask
87.899,5.691642,ask
87.898,113.832867,ask
87.892,0.3923,ask
87.883,28.910402,ask
87.882,0.3923,ask
87.877,0.846,ask
87.87,500.0,ask
87.859,0.3923,ask
87.846,28.458217,ask
87.845,0.3923,ask
87.839,0.3923,bid
87.835,0.3923,bid
87.831,28.458217,bid
87.827,0.2942,bid
87.825,2.864395,bid
87.817,0.3923,bid
87.81,0.2942,bid
87.809,5.691642,bid
87.808,0.3923,bid
87.806,28.910402,bid
87.803,11.383284,bid
87.801,0.2942,bid
87.792,0.2942,bid
87.791,0.3923,bid
87.78,23.98221,bid
87.779,500.0,bid
87.777,0.2942,bid
87.775,0.3923,bid
87.774,113.832867,bid
87.771,0.846,bid
87.768,0.2942,bid
87.766,0.3923,bid
87.763,2.864395,bid
87.759,0.2942,bid
87.748,0.3923,bid
87.742,20.0443,bid
87.741,0.2942,bid
87.739,0.3923,bid
87.73,28.910402,bid
87.728,0.3923,bid
87.726,34.4972,bid
87.719,0.3923,bid
87.717,0.564,bid
87.713,80.614425,bid
87.709,0.2942,bid
87.705,0.3923,bid
87.7,0.2942,bid
87.696,0.3923,bid
87.691,0.2942,bid
87.687,0.3923,bid
87.682,0.2942,bid
87.675,0.3923,bid
87.667,0.2942,bid
87.665,0.3923,bid
87.657,0.2942,bid
87.649,0.3923,bid
87.648,0.2942,bid
87.64,115.551008,bid
87.639,0.2942,bid
87.632,0.3923,bid
88.909,3.832023,ask
88.849,51.650843,ask
88.664,0.078,ask
88.571,1.182365,ask
88.447,3.852013,ask
88.416,0.715056,ask
88.324,53.597669,ask
88.305,1543.782005,ask
88.248,2029.438264,ask
88.231,0.973799,ask
88.142,0.419554,ask
88.101,0.228,ask
88.095,106.852114,ask
88.093,1.209247,ask
88.091,8.25,ask
88.043,1.189459,ask
87.988,3.872125,ask
87.931,9.348449,ask
87.894,80.309336,ask
87.879,188.283744,ask
87.795,1.714,ask
87.747,83.055141,ask
87.731,0.3796,ask
87.727,81.382597,ask
87.693,1.714,ask
87.677,0.3796,ask
87.674,114.341242,ask
87.65,0.3796,ask
87.648,55.128546,ask
87.645,7.448626,ask
87.632,0.3796,ask
87.609,0.3796,ask
87.603,81.987328,ask
87.597,0.3796,ask
87.591,6.697719,ask
87.585,3.348859,ask
87.566,0.3796,ask
87.56,0.564,ask
87.549,0.3796,ask
87.536,34.279,ask
87.533,0.3796,ask
87.532,114.351111,ask
87.53,55.128546,ask
87.524,0.3796,ask
87.513,500.0,ask
87.509,0.3796,ask
87.499,0.846,ask
87.491,0.3796,ask
87.474,28.587778,ask
87.47,0.3796,ask
87.46,0.3796,bid
87.458,28.587778,bid
87.456,500.0,bid
87.436,0.3796,bid
87.434,5.459158,bid
87.418,0.3796,bid
87.417,0.2847,bid
87.416,55.128546,bid
87.409,0.3796,bid
87.408,0.2847,bid
87.406,34.263,bid
87.405,114.351111,bid
87.397,0.2847,bid
87.396,0.3796,bid
87.388,3.633559,bid
87.378,0.3796,bid
87.374,0.2847,bid
87.369,0.3796,bid
87.362,7.919285,bid
87.356,0.2847,bid
87.355,0.3796,bid
87.352,5.459158,bid
87.346,0.6643,bid
87.345,1.713,bid
87.337,0.6643,bid
87.328,0.6643,bid
87.322,44.57574,bid
87.301,0.3796,bid
87.3,0.2847,bid
87.296,55.128546,bid
87.292,0.3796,bid
87.291,0.2847,bid
87.284,81.791199,bid
87.274,0.3796,bid
87.265,0.3796,bid
87.255,0.2847,bid
87.247,0.3796,bid
87.246,0.2847,bid
87.242,114.368342,bid
87.238,0.3796,bid
87.228,0.2847,bid
87.199,82.243385,bid
87.193,0.3796,bid
87.192,0.2847,bid
87.165,1.713,bid
87.152,80.690698,bid
87.148,0.3796,bid
87.102,0.2847,bid
87.076,3.892358,bid
87.075,0.2847,bid
90.0,1.79339,ask
89.86,0.41153,ask
89.839,3.792319,ask
89.759,0.715056,ask
89.636,1.168323,ask
89.62,1136.122528,ask
89.576,0.973799,ask
89.564,1.057295,ask
89.487,51.650843,ask
89.373,3.812111,ask
89.219,0.001141,ask
89.115,0.199,ask
89.101,1.175329,ask
89.041,1.196372,ask
88.997,0.415522,ask
88.95,0.958,ask
88.909,3.832023,ask
88.829,53.597669,ask
88.805,11.260627,ask
88.664,0.078,ask
88.654,106.852114,ask
88.598,0.227,ask
88.571,1.182365,ask
88.469,201.055951,ask
88.447,3.852013,ask
88.416,0.715056,ask
88.379,1.705,ask
88.371,1200.0,ask
88.342,80.309336,ask
88.322,188.283744,ask
88.32,659.838055,ask
88.29,1200.0,ask
88.275,81.382597,ask
88.253,83.055141,ask
88.231,0.973799,ask
88.209,1200.0,ask
88.152,651.70876,ask
88.095,564.153088,ask
88.053,1.705,ask
88.052,309.794301,ask
88.018,7.170744,ask
88.014,113.897327,ask
88.007,63.2154,ask
87.966,71.895223,ask
87.965,81.987328,ask
87.964,6.976639,ask
87.912,54.61376,ask
87.904,34.119,ask
87.848,54.61376,ask
87.838,500.0,ask
87.782,28.482184,bid
87.761,5.496839,bid
87.734,10.0,bid
87.733,500.0,bid
87.73,5.496839,bid
87.729,34.118,bid
87.728,54.61376,bid
87.725,113.928735,bid
87.71,0.846,bid
87.688,13.98706,bid
87.672,1.705,bid
87.662,73.975016,bid
87.652,0.564,bid
87.65,44.57574,bid
87.648,54.61376,bid
87.644,7.636527,bid
87.611,81.791199,bid
87.578,113.915201,bid
87.538,82.243385,bid
87.531,87.226907,bid
87.521,80.690698,bid
87.465,1.705,bid
87.423,189.705678,bid
87.318,1200.0,bid
87.295,0.419554,bid
87.203,106.645089,bid
87.175,0.227,bid
87.172,1.189459,bid
87.155,1.209247,bid
87.14,0.017179,bid
87.076,3.892358,bid
86.997,2021.994823,bid
86.99,55.335589,bid
86.86,0.97,bid
86.813,1.843041,bid
86.75,1.0,bid
86.73,1.498456,bid
86.652,1.196597,bid
86.631,0.156063,bid
86.624,3.912668,bid
86.476,9.829301,bid
86.46,54.529282,bid
86.456,0.423625,bid
86.37,1.0,bid
86.277,0.688,bid
86.227,1.222262,bid
86.174,3.9331,bid
86.136,1.203765,bid
86.108,1137.722142,bid
86.052,0.067,bid
90.02,0.947,ask
90.004,0.078,ask
90.0,1.79339,ask
89.86,0.41153,ask
89.839,3.792319,ask
89.759,0.715056,ask
89.636,1.168323,ask
89.576,0.973799,ask
89.564,1.057295,ask
89.487,51.650843,ask
89.373,3.812111,ask
89.219,0.001141,ask
89.115,0.199,ask
89.101,1.175329,ask
89.041,1.196372,ask
88.997,0.415522,ask
88.95,0.958,ask
88.909,3.832023,ask
88.829,53.597669,ask
88.805,11.260627,ask
88.664,0.078,ask
88.571,1.182365,ask
88.48,106.852114,ask
88.447,3.852013,ask
88.416,0.715056,ask
88.393,2025.754625,ask
88.347,0.227,ask
88.322,188.283744,ask
88.259,230.284351,ask
88.231,0.973799,ask
88.209,1200.0,ask
88.199,80.309336,ask
88.152,83.055141,ask
88.128,1200.0,ask
88.127,807.716236,ask
88.047,1200.0,ask
88.009,647.389403,ask
87.987,1.71,ask
87.952,566.821708,ask
87.842,317.679529,ask
87.833,75.599331,ask
87.788,1.71,ask
87.787,88.761323,ask
87.743,71.018393,ask
87.742,34.187,ask
87.736,54.892796,ask
87.726,7.379143,ask
87.662,5.707079,ask
87.661,54.892796,ask
87.655,500.0,ask
87.6,28.53975,bid
87.588,5.435813,bid
87.568,5.706888,bid
87.554,10.0,bid
87.553,54.892796,bid
87.547,10.0,bid
87.546,114.141598,bid
87.543,500.0,bid
87.536,13.98706,bid
87.535,5.435813,bid
87.531,3.872125,bid
87.519,34.218,bid
87.488,1.709,bid
87.48,0.564,bid
87.473,62.71178,bid
87.472,54.892796,bid
87.446,44.57574,bid
87.444,9.631182,bid
87.414,81.791199,bid
87.385,114.161232,bid
87.345,1.708,bid
87.327,80.690698,bid
87.318,82.243385,bid
87.295,0.419554,bid
87.237,83.354782,bid
87.203,189.705678,bid
87.172,1.189459,bid
87.156,1200.0,bid
87.155,1.209247,bid
87.14,0.017179,bid
87.076,3.892358,bid
87.032,0.227,bid
87.028,106.645089,bid
86.99,55.335589,bid
86.86,0.97,bid
86.825,2025.087952,bid
86.813,1.843041,bid
86.75,1.0,bid
86.73,1.498456,bid
86.652,1.196597,bid
86.631,0.156063,bid
86.624,3.912668,bid
86.476,9.829301,bid
86.46,54.529282,bid
86.456,0.423625,bid
86.37,1.0,bid
86.277,0.688,bid
86.227,1.222262,bid
86.174,3.9331,bid
86.136,1.203765,bid
92.542,3531.703011,ask
92.5,0.399783,ask
92.398,0.010822,ask
92.357,1.133904,ask
92.348,1939.854541,ask
92.219,107.968959,ask
92.208,3.694916,ask
92.165,8.383658,ask
92.162,1049.916058,ask
92.108,0.218,ask
92.017,777.343463,ask
92.016,1200.0,ask
91.978,192.647612,ask
91.935,1200.0,ask
91.908,1.638,ask
91.86,712.618261,ask
91.855,81.398941,ask
91.808,716.624423,ask
91.807,83.262166,ask
91.753,362.690486,ask
91.728,84.003097,ask
91.724,109.290336,ask
91.711,0.3796,ask
91.706,92.420331,ask
91.701,79.014602,ask
91.662,1.639,ask
91.641,0.3796,ask
91.632,43.495014,ask
91.631,0.3796,ask
91.611,0.3796,ask
91.6,6.902772,ask
91.591,0.3796,ask
91.581,0.3796,ask
91.571,0.3796,ask
91.57,79.573853,ask
91.566,109.290335,ask
91.561,43.495014,ask
91.56,0.3796,ask
91.557,32.768,ask
91.554,10.928931,ask
91.547,5.464465,ask
91.544,0.3796,ask
91.526,500.0,ask
91.51,0.3796,ask
91.509,27.322584,ask
91.508,0.3796,ask
91.505,0.3796,ask
91.504,0.3796,ask
91.503,0.3796,ask
91.502,0.3796,ask
91.493,27.322584,bid
91.481,0.3796,bid
91.48,4.322486,bid
91.468,0.3796,bid
91.459,500.0,bid
91.458,0.3796,bid
91.453,5.464536,bid
91.45,1.797292,bid
91.449,43.495014,bid
91.446,10.929073,bid
91.445,0.3796,bid
91.437,109.290335,bid
91.435,0.3796,bid
91.422,0.3796,bid
91.406,82.401378,bid
91.403,0.3796,bid
91.398,1.421853,bid
91.392,4.322486,bid
91.389,0.3796,bid
91.383,7.274879,bid
91.379,0.3796,bid
91.375,82.42523,bid
91.369,0.3796,bid
91.363,32.768,bid
91.359,0.3796,bid
91.356,43.495014,bid
91.339,0.3796,bid
91.334,1.639,bid
91.305,82.668331,bid
91.29,0.3796,bid
91.28,0.3796,bid
91.277,8.231849,bid
91.276,109.290336,bid
91.27,0.3796,bid
91.262,83.022452,bid
91.26,0.3796,bid
91.253,3.71419,bid
91.25,0.3796,bid
91.23,0.3796,bid
91.22,0.3796,bid
91.2,0.3796,bid
91.19,0.3796,bid
91.18,0.3796,bid
91.17,0.3796,bid
91.165,1.638,bid
91.155,82.412274,bid
91.154,0.227077,bid
91.15,0.3796,bid
91.12,0.3796,bid
91.1,0.891,bid
92.891,0.261037,ask
92.818,1.055038,ask
92.689,3.675722,ask
92.5,0.399783,ask
92.415,3472.548757,ask
92.398,0.010822,ask
92.363,53.570429,ask
92.357,1.133904,ask
92.254,1941.227117,ask
92.219,107.968959,ask
92.208,3.694916,ask
92.177,1138.784518,ask
92.165,8.383658,ask
92.069,0.218,ask
92.016,1200.0,ask
92.012,806.584621,ask
91.978,192.647612,ask
91.935,1200.0,ask
91.855,81.398941,ask
91.854,1200.0,ask
91.827,692.814505,ask
91.807,84.901166,ask
91.764,699.391145,ask
91.711,109.331352,ask
91.691,398.36815,ask
91.688,84.003097,ask
91.648,86.580322,ask
91.637,43.437513,ask
91.633,84.975242,ask
91.627,0.3796,ask
91.619,1.64,ask
91.607,0.3796,ask
91.564,32.807,ask
91.557,0.3796,ask
91.555,79.573853,ask
91.547,0.3796,ask
91.545,43.057913,ask
91.537,0.3796,ask
91.536,6.780495,ask
91.531,109.313499,ask
91.527,0.3796,ask
91.522,10.932572,ask
91.517,0.3796,ask
91.514,5.466374,ask
91.508,0.3796,ask
91.489,500.0,ask
91.485,0.3796,ask
91.475,0.3796,ask
91.469,27.333846,ask
91.466,0.3796,ask
91.452,27.333846,bid
91.446,0.3796,bid
91.441,4.32607,bid
91.436,0.3796,bid
91.425,500.0,bid
91.419,5.466532,bid
91.418,0.3796,bid
91.411,10.933202,bid
91.4,109.335386,bid
91.399,0.3796,bid
91.398,1.706553,bid
91.395,43.057913,bid
91.393,1.797292,bid
91.392,4.32607,bid
91.369,0.3796,bid
91.359,0.3796,bid
91.357,82.401378,bid
91.352,85.974616,bid
91.349,0.3796,bid
91.339,0.3796,bid
91.329,0.3796,bid
91.327,32.814,bid
91.319,0.3796,bid
91.309,0.3796,bid
91.301,7.161548,bid
91.299,0.3796,bid
91.283,1.639,bid
91.28,0.3796,bid
91.273,43.057913,bid
91.27,0.3796,bid
91.267,82.668331,bid
91.26,0.3796,bid
91.256,109.335386,bid
91.253,3.71419,bid
91.25,0.3796,bid
91.24,0.3796,bid
91.236,8.036768,bid
91.23,0.3796,bid
91.221,83.022452,bid
91.22,0.3796,bid
91.21,0.3796,bid
91.2,0.3796,bid
91.19,0.3796,bid
91.18,0.3796,bid
91.17,0.3796,bid
91.16,0.3796,bid
91.154,0.227077,bid
91.15,0.3796,bid
91.14,0.3796,bid
91.12,0.3796,bid
92.891,0.261037,ask
92.818,1.055038,ask
92.689,3.675722,ask
92.5,0.399783,ask
92.478,3162.626373,ask
92.398,0.010822,ask
92.363,53.570429,ask
92.357,1.133904,ask
92.34,1939.653737,ask
92.24,1133.958367,ask
92.219,107.968959,ask
92.208,3.694916,ask
92.165,8.383658,ask
92.1,0.218,ask
92.097,1200.0,ask
92.074,774.897493,ask
92.016,1200.0,ask
91.935,1200.0,ask
91.889,703.098256,ask
91.865,194.285612,ask
91.855,81.398941,ask
91.836,780.477756,ask
91.778,376.192935,ask
91.742,83.262166,ask
91.739,0.3796,ask
91.737,109.275276,ask
91.729,0.3796,ask
91.728,215.153131,ask
91.679,0.3796,ask
91.677,84.003097,ask
91.669,0.3796,ask
91.663,91.663139,ask
91.649,1.639,ask
91.639,0.3796,ask
91.637,34.465333,ask
91.619,0.3796,ask
91.616,6.823699,ask
91.611,79.573853,ask
91.589,0.3796,ask
91.581,32.799,ask
91.569,0.3796,ask
91.556,109.30561,ask
91.549,0.3796,ask
91.547,34.465333,ask
91.532,0.3796,ask
91.529,500.0,ask
91.52,0.3796,ask
91.503,27.326403,ask
91.502,0.6643,ask
91.501,0.3796,ask
91.487,0.3796,bid
91.486,27.326403,bid
91.479,1.742204,bid
91.468,0.3796,bid
91.465,500.0,bid
91.453,0.3796,bid
91.452,34.465333,bid
91.446,21.87083,bid
91.443,0.3796,bid
91.437,32.795,bid
91.426,0.3796,bid
91.423,109.30561,bid
91.399,2.176892,bid
91.398,1.706553,bid
91.379,0.3796,bid
