price,amount,side
82.556,29.04,bid
82.548,0.3164,bid
82.543,0.2373,bid
82.539,0.3164,bid
82.534,0.2373,bid
82.53,0.3164,bid
82.525,0.2373,bid
82.521,0.3164,bid
82.517,9.075558,bid
82.516,0.2373,bid
82.512,0.3164,bid
82.51,60.0,bid
82.507,0.2373,bid
82.506,0.296948,bid
82.503,0.3164,bid
82.502,32.66113,bid
82.498,0.2373,bid
82.494,0.3164,bid
82.489,0.2373,bid
82.486,1.076474,bid
82.485,0.3164,bid
82.48,0.2373,bid
82.478,64.438545,bid
82.476,0.3164,bid
82.471,0.2373,bid
82.467,0.3164,bid
82.462,0.2373,bid
82.458,0.3164,bid
82.453,71.152969,bid
82.449,0.3164,bid
83.313,106.977418,ask
83.224,878.894204,ask
83.196,4.095199,ask
83.099,190.010767,ask
83.09,642.739946,ask
83.043,27.1,ask
83.011,80.35292,ask
83.009,83.992201,ask
83.003,79.786326,ask
82.94,670.359897,ask
82.926,27.0,ask
82.888,654.238549,ask
82.871,82.412274,ask
82.862,120.961924,ask
82.849,300.182915,ask
82.841,0.3164,ask
82.834,130.636768,ask
82.814,0.3164,ask
82.81,0.2373,ask
82.809,67.12515,ask
82.801,0.2373,ask
82.796,0.3164,ask
82.793,29.032,ask
82.756,0.2373,ask
82.751,32.975592,ask
82.747,0.2373,ask
82.745,69.009771,ask
82.742,0.3164,ask
82.738,0.2373,ask
82.733,0.3164,ask
82.729,0.2373,ask
82.724,0.3164,ask
82.72,0.2373,ask
82.716,0.564,ask
82.715,0.3164,ask
82.711,0.2373,ask
82.709,11.515504,ask
82.708,120.952681,ask
82.706,0.3164,ask
82.703,5.757752,ask
82.702,0.2373,ask
82.698,0.3164,ask
82.693,32.659192,ask
82.689,0.5537,ask
82.683,0.846,ask
82.68,8.078364,ask
82.679,0.5537,ask
82.667,1.29629,ask
82.662,30.246704,ask
82.66,0.5537,ask
82.656,1.82903,bid
82.647,0.5537,bid
82.638,0.5537,bid
82.627,0.5537,bid
82.625,1.613285,bid
82.622,30.246704,bid
82.618,0.846,bid
82.617,0.2373,bid
82.614,0.3164,bid
82.603,5.899386,bid
82.601,0.5537,bid
82.6,32.659192,bid
82.597,12.096885,bid
82.593,0.383792,bid
82.592,29.031,bid
82.586,0.564,bid
82.585,120.986818,bid
82.581,1.816135,bid
82.58,0.3164,bid
82.578,0.2373,bid
82.571,0.3164,bid
82.569,0.2373,bid
82.561,0.3164,bid
82.557,0.2373,bid
82.548,0.3164,bid
82.543,0.2373,bid
82.539,0.3164,bid
82.534,0.2373,bid
82.53,0.3164,bid
82.525,0.2373,bid
82.521,0.3164,bid
82.517,9.075558,bid
82.516,0.2373,bid
82.512,0.3164,bid
82.51,130.623985,bid
82.507,0.2373,bid
82.506,0.296948,bid
82.503,0.3164,bid
82.502,32.659192,bid
82.498,0.2373,bid
82.494,0.3164,bid
82.489,0.2373,bid
82.486,1.076474,bid
82.485,0.3164,bid
82.48,0.2373,bid
82.476,0.3164,bid
82.471,0.2373,bid
82.47,82.259729,bid
82.469,315.722982,bid
82.467,64.832283,bid
83.282,236.695511,ask
83.211,2151.784697,ask
83.196,4.095199,ask
83.176,190.010767,ask
83.154,30.8,ask
83.089,951.357838,ask
82.972,30.8,ask
82.955,643.477303,ask
82.928,80.35292,ask
82.844,79.786326,ask
82.811,83.992201,ask
82.806,600.382579,ask
82.754,560.507565,ask
82.751,130.916828,ask
82.73,82.412274,ask
82.717,0.3164,ask
82.715,349.684329,ask
82.704,0.2373,ask
82.699,0.3164,ask
82.696,121.220161,ask
82.681,0.3164,ask
82.677,0.2373,ask
82.675,76.192417,ask
82.672,0.3164,ask
82.668,32.966507,ask
82.663,0.3164,ask
82.65,0.2373,ask
82.645,29.087,ask
82.632,0.2373,ask
82.609,0.3164,ask
82.592,6.134817,ask
82.591,0.3164,ask
82.587,0.2373,ask
82.585,3.067408,ask
82.582,0.3164,ask
82.578,0.2373,ask
82.573,0.3164,ask
82.569,0.2373,ask
82.567,64.61716,ask
82.566,121.213098,ask
82.564,0.3164,ask
82.56,0.2373,ask
82.555,33.045607,ask
82.551,0.2373,ask
82.546,0.3164,ask
82.545,78.717672,ask
82.542,0.2373,ask
82.537,0.3164,ask
82.529,31.659483,ask
82.527,0.2373,ask
82.526,0.5537,bid
82.515,1.310078,bid
82.514,0.5537,bid
82.497,1.616744,bid
82.496,0.2373,bid
82.494,1.81805,bid
82.492,0.3164,bid
82.489,30.303275,bid
82.486,1.076474,bid
82.485,0.2373,bid
82.483,0.3164,bid
82.476,0.846,bid
82.468,0.2373,bid
82.467,0.3164,bid
82.461,32.729207,bid
82.459,0.2373,bid
82.458,0.3164,bid
82.45,0.2373,bid
82.449,0.3164,bid
82.447,121.213098,bid
82.442,29.085,bid
82.441,0.2373,bid
82.44,0.3164,bid
82.437,2.809437,bid
82.432,0.2373,bid
82.431,0.3164,bid
82.423,0.2373,bid
82.422,0.3164,bid
82.419,32.729207,bid
82.414,0.5413,bid
82.413,0.3164,bid
82.405,0.2373,bid
82.404,0.3164,bid
82.396,0.2373,bid
82.395,0.3164,bid
82.388,8.632313,bid
82.387,0.2373,bid
82.386,0.3164,bid
82.378,0.2373,bid
82.377,0.3164,bid
82.373,66.605791,bid
82.371,0.037027,bid
82.369,0.2373,bid
82.368,0.3164,bid
82.362,6.198298,bid
82.36,0.2373,bid
82.359,0.3164,bid
82.342,0.2373,bid
82.341,0.3164,bid
82.336,130.916828,bid
83.8,0.778,ask
83.632,4.073885,ask
83.612,1.106216,ask
83.539,55.580751,ask
83.501,1.275746,ask
83.43,1.255221,ask
83.429,0.803372,ask
83.374,106.977418,ask
83.211,2151.784697,ask
83.196,4.095199,ask
83.154,30.8,ask
83.075,190.010767,ask
82.972,30.8,ask
82.928,80.35292,ask
82.844,79.786326,ask
82.807,0.3164,ask
82.803,83.992201,ask
82.735,0.3164,ask
82.73,82.412274,ask
82.699,0.3164,ask
82.69,0.3164,ask
82.678,121.211562,ask
82.677,0.2373,ask
82.672,0.3164,ask
82.668,131.101172,ask
82.663,0.3164,ask
82.659,0.2373,ask
82.657,29.086,ask
82.609,0.3164,ask
82.587,0.2373,ask
82.585,32.775293,ask
82.578,0.2373,ask
82.573,0.3164,ask
82.569,0.2373,ask
82.564,0.3164,ask
82.56,0.2373,ask
82.555,0.3164,ask
82.551,12.358115,ask
82.548,65.381651,ask
82.546,127.559225,ask
82.545,78.717672,ask
82.542,0.2373,ask
82.535,0.3164,ask
82.531,0.2373,ask
82.53,32.775293,ask
82.52,0.2373,ask
82.519,0.3164,ask
82.518,0.5537,ask
82.517,0.2373,ask
82.514,31.554693,ask
82.513,0.2373,bid
82.505,0.5537,bid
82.503,0.2373,bid
82.5,0.5537,bid
82.498,0.5537,bid
82.494,1.81805,bid
82.493,1.251779,bid
82.486,1.076474,bid
82.485,0.2373,bid
82.483,1.286027,bid
82.481,30.302891,bid
82.473,1.619021,bid
82.468,0.2373,bid
82.467,0.3164,bid
82.459,0.2373,bid
82.458,29.4024,bid
82.45,0.2373,bid
82.449,0.3164,bid
82.444,32.775293,bid
82.441,0.2373,bid
82.44,0.3164,bid
82.432,0.2373,bid
82.431,0.3164,bid
82.429,121.211563,bid
82.423,0.2373,bid
82.422,0.3164,bid
82.414,0.5413,bid
82.413,0.3164,bid
82.405,0.2373,bid
82.404,0.3164,bid
82.396,0.2373,bid
82.395,0.3164,bid
82.388,8.632313,bid
82.387,0.2373,bid
82.386,0.3164,bid
82.378,0.2373,bid
82.377,0.3164,bid
82.373,77.907994,bid
82.371,0.037027,bid
82.369,0.2373,bid
82.368,0.3164,bid
82.362,6.198298,bid
82.36,0.2373,bid
82.359,0.3164,bid
82.342,0.2373,bid
82.341,0.3164,bid
82.336,32.775293,bid
82.333,4.353887,bid
82.332,342.653968,bid
82.324,0.2373,bid
83.632,4.073885,ask
83.612,1.106216,ask
83.536,55.580751,ask
83.501,1.275746,ask
83.43,1.255221,ask
83.429,0.803372,ask
83.338,202.998166,ask
83.318,2149.253137,ask
83.248,106.977418,ask
83.196,4.095199,ask
83.146,837.611181,ask
83.119,30.8,ask
83.025,190.010767,ask
83.011,753.139718,ask
82.929,80.35292,ask
82.866,79.786326,ask
82.862,677.206605,ask
82.834,30.8,ask
82.81,626.796468,ask
82.795,83.992201,ask
82.791,0.2373,ask
82.774,0.3164,ask
82.771,318.458397,ask
82.765,0.3164,ask
82.759,121.143151,ask
82.756,0.3164,ask
82.751,131.017664,ask
82.747,0.3164,ask
82.731,73.767553,ask
82.716,0.3164,ask
82.715,29.066,ask
82.707,0.3164,ask
82.668,32.754416,ask
82.667,82.412274,ask
82.662,0.3164,ask
82.654,7.83948,ask
82.653,0.3164,ask
82.639,67.839919,ask
82.633,0.3164,ask
82.632,0.564,ask
82.625,12.110262,ask
82.622,0.3164,ask
82.619,6.055131,ask
82.618,121.14315,ask
82.613,0.3164,ask
82.611,32.754416,ask
82.604,0.3164,ask
82.594,0.846,ask
82.58,30.276068,ask
82.579,0.3164,ask
82.563,1.876932,bid
82.547,0.5537,bid
82.543,1.617989,bid
82.541,30.276068,bid
82.538,0.2373,bid
82.531,0.3164,bid
82.529,0.2373,bid
82.524,82.259729,bid
82.52,29.6227,bid
82.519,0.846,bid
82.511,33.308116,bid
82.499,0.2373,bid
82.498,0.3164,bid
82.496,181.14315,bid
82.49,0.2373,bid
82.489,0.3164,bid
82.481,0.8013,bid
82.48,0.3164,bid
82.473,8.762093,bid
82.472,0.2373,bid
82.471,600.3164,bid
82.463,0.2373,bid
82.462,0.3164,bid
82.454,0.2373,bid
82.426,0.3164,bid
82.422,77.251845,bid
82.419,32.754416,bid
82.418,0.2373,bid
82.417,81.835198,bid
82.414,0.304,bid
82.413,81.451184,bid
82.409,0.2373,bid
82.39,0.3164,bid
82.382,333.598284,bid
82.373,0.2373,bid
82.372,0.3164,bid
82.371,0.037027,bid
82.355,121.143151,bid
82.345,0.3164,bid
82.343,661.169474,bid
82.34,81.028475,bid
82.336,131.334064,bid
82.333,4.116587,bid
82.327,0.3164,bid
82.3,1.1964,bid
82.291,655.674756,bid
82.289,80.489121,bid
82.282,0.3164,bid
82.235,90.4,bid
82.228,0.3164,bid
83.93,1.247744,ask
83.9,233.01752,ask
83.8,0.778,ask
83.632,4.073885,ask
83.612,1.106216,ask
83.536,55.580751,ask
83.501,1.275746,ask
83.43,1.255221,ask
83.429,0.803372,ask
83.338,202.998166,ask
83.318,2149.253137,ask
83.248,106.977418,ask
83.196,4.095199,ask
83.146,837.611181,ask
83.025,190.010767,ask
83.011,753.139718,ask
82.929,80.35292,ask
82.925,30.8,ask
82.866,79.786326,ask
82.862,677.206605,ask
82.834,30.8,ask
82.81,626.796468,ask
82.795,83.992201,ask
82.791,0.2373,ask
82.771,318.458397,ask
82.765,0.3164,ask
82.756,0.3164,ask
82.751,163.765626,ask
82.747,0.3164,ask
82.731,194.901075,ask
82.716,0.3164,ask
82.693,29.064,ask
82.671,0.3164,ask
82.668,32.747962,ask
82.662,0.3164,ask
82.654,7.83948,ask
82.653,0.3164,ask
82.652,82.412274,ask
82.642,0.3164,ask
82.639,67.839919,ask
82.633,0.3164,ask
82.614,0.564,ask
82.607,0.3164,ask
82.604,12.112775,ask
82.598,6.372787,ask
82.595,121.14254,ask
82.589,0.3164,ask
82.58,32.747962,ask
82.567,0.3164,ask
82.553,30.285635,ask
82.552,1.316382,bid
82.531,0.5537,bid
82.52,0.5537,bid
82.516,1.61767,bid
82.514,30.285635,bid
82.511,0.5537,bid
82.503,82.259729,bid
82.499,0.2373,bid
82.498,0.3164,bid
82.496,89.066,bid
82.49,0.2373,bid
82.489,0.3164,bid
82.487,32.747962,bid
82.481,0.2373,bid
82.48,0.3164,bid
82.475,121.133522,bid
82.473,8.762093,bid
82.472,0.2373,bid
82.471,0.3164,bid
82.448,600.0,bid
82.427,0.2373,bid
82.426,0.3164,bid
82.422,77.251845,bid
82.419,32.747962,bid
82.418,0.2373,bid
82.417,0.3164,bid
82.414,0.304,bid
82.413,10.638474,bid
82.409,0.2373,bid
82.39,0.3164,bid
82.389,69.189361,bid
82.382,333.598284,bid
82.381,0.3164,bid
82.373,81.756098,bid
82.372,0.3164,bid
82.371,0.037027,bid
82.345,0.3164,bid
82.343,661.169474,bid
82.34,81.028475,bid
82.337,0.2373,bid
82.336,131.308248,bid
82.333,4.116587,bid
82.328,0.2373,bid
82.327,121.449922,bid
82.319,0.2373,bid
82.312,30.4,bid
82.31,0.2373,bid
82.3,1.1964,bid
82.291,655.674756,bid
82.289,80.489121,bid
78.635,190.58281,ask
78.57,386.160962,ask
78.545,0.2373,ask
78.54,82.755499,ask
78.473,0.2373,ask
78.469,79.519372,ask
78.457,0.2373,ask
78.451,83.888688,ask
78.441,0.2373,ask
78.438,0.3164,ask
78.436,703.023581,ask
78.433,0.2373,ask
78.393,0.2373,ask
78.39,0.3164,ask
78.389,637.397264,ask
78.35,0.3164,ask
78.345,0.2373,ask
78.344,127.962209,ask
78.329,0.2373,ask
78.326,0.3164,ask
78.324,323.765403,ask
78.321,0.2373,ask
78.318,0.3164,ask
78.315,65.944773,ask
78.313,0.2373,ask
78.312,67.458709,ask
78.305,0.2373,ask
78.257,0.2373,ask
78.254,0.3164,ask
78.253,75.868592,ask
78.252,30.712,ask
78.251,8.118717,ask
78.249,0.2373,ask
78.233,0.2373,ask
78.222,0.8804,ask
78.221,0.2373,ask
78.216,80.641666,ask
78.215,171.017949,ask
78.214,0.3164,ask
78.213,0.2373,ask
78.206,0.3164,ask
78.205,13.032079,ask
78.203,67.458709,ask
78.201,6.397389,ask
78.197,0.2373,ask
78.184,0.2373,ask
78.182,0.3164,ask
78.176,1.385949,ask
78.172,32.836552,ask
78.168,0.3164,ask
78.166,0.2373,bid
78.165,1.402321,bid
78.158,0.3164,bid
78.143,0.3164,bid
78.14,0.2373,bid
78.136,31.990552,bid
78.135,0.3164,bid
78.132,6.795291,bid
78.13,0.2373,bid
78.112,0.3164,bid
78.11,6.397209,bid
78.108,12.794091,bid
78.107,0.150563,bid
78.106,0.2373,bid
78.104,0.3164,bid
78.1,6.795291,bid
78.099,727.962208,bid
78.096,0.3164,bid
78.088,0.3164,bid
78.086,67.458709,bid
78.08,0.3164,bid
78.072,0.3164,bid
78.068,30.715,bid
78.048,0.3164,bid
78.04,0.3164,bid
78.035,70.481709,bid
78.034,0.114,bid
78.032,0.3164,bid
78.024,81.075328,bid
78.02,7.050836,bid
78.016,0.3164,bid
78.011,81.442525,bid
78.01,0.826,bid
78.008,0.3164,bid
78.0,157.623598,bid
77.999,3.94,bid
77.997,83.970409,bid
77.992,0.3164,bid
77.989,6.505916,bid
77.976,0.3164,bid
77.975,81.093852,bid
77.968,0.3164,bid
77.962,127.962209,bid
77.96,0.3164,bid
77.945,316.506552,bid
77.944,0.3164,bid
77.937,560.707296,bid
77.936,0.3164,bid
77.912,0.3164,bid
77.904,0.3164,bid
79.535,53.984479,ask
79.534,1.316717,ask
79.38,4.292058,ask
79.06,1.324606,ask
79.041,55.815016,ask
78.967,4.314514,ask
78.866,2271.039271,ask
78.745,111.107021,ask
78.575,190.58281,ask
78.524,398.149427,ask
78.497,82.755499,ask
78.453,79.519372,ask
78.447,660.447718,ask
78.434,83.888688,ask
78.401,600.225824,ask
78.351,314.419995,ask
78.349,0.2373,ask
78.342,127.960137,ask
78.317,0.2373,ask
78.314,0.3164,ask
78.312,67.496278,ask
78.31,76.125366,ask
78.29,0.3164,ask
78.285,0.2373,ask
78.284,30.714,ask
78.277,0.2373,ask
78.274,0.3164,ask
78.27,78.142274,ask
78.269,0.2373,ask
78.242,0.564,ask
78.237,0.2373,ask
78.234,0.3164,ask
78.229,0.2373,ask
78.228,8.202235,ask
78.221,0.2373,ask
78.218,0.3164,ask
78.216,127.957111,ask
78.213,0.2373,ask
78.21,13.108968,ask
78.205,0.2373,ask
78.204,6.396453,ask
78.202,0.3164,ask
78.199,67.496278,ask
78.197,1.0833,ask
78.19,0.3164,ask
78.188,0.5537,ask
78.187,1.884438,ask
78.186,0.3164,ask
78.185,0.3164,ask
78.183,31.989278,ask
78.182,0.2373,bid
78.176,1.403263,bid
78.175,0.2373,bid
78.171,0.5537,bid
78.156,0.3164,bid
78.152,31.989278,bid
78.146,0.2373,bid
78.137,0.2373,bid
78.135,6.799076,bid
78.133,0.3164,bid
78.122,6.396621,bid
78.119,12.793067,bid
78.117,0.3164,bid
78.115,600.0,bid
78.109,0.3164,bid
78.108,0.846,bid
78.107,0.150563,bid
78.106,127.957111,bid
78.105,67.496278,bid
78.101,0.3164,bid
78.1,6.799076,bid
78.099,30.717,bid
78.085,0.3164,bid
78.064,0.8804,bid
78.056,0.3164,bid
78.048,0.3164,bid
78.045,6.799076,bid
78.042,69.804437,bid
78.04,0.3164,bid
78.034,0.114,bid
78.024,0.3164,bid
78.02,7.050836,bid
78.016,0.3164,bid
78.01,74.944959,bid
78.008,0.3164,bid
78.0,88.383328,bid
77.999,3.94,bid
77.992,0.3164,bid
77.989,6.505916,bid
77.984,0.3164,bid
77.968,0.3164,bid
77.961,326.310253,bid
77.96,127.960137,bid
77.944,0.3164,bid
77.936,0.3164,bid
77.926,624.288471,bid
77.925,81.442525,bid
77.912,0.3164,bid
77.905,83.970409,bid
77.904,0.3164,bid
89.371,3.267605,ask
89.226,0.008004,ask
89.101,1.175329,ask
89.041,1.196372,ask
89.018,54.322257,ask
88.95,0.733,ask
88.907,3.284674,ask
88.868,1.018,ask
88.8,0.754783,ask
88.732,53.063763,ask
88.729,2018.246833,ask
88.695,0.005783,ask
88.585,0.004916,ask
88.571,1.182365,ask
88.445,112.768975,ask
88.368,0.004178,ask
88.276,185.42353,ask
88.196,7.452018,ask
88.195,79.671917,ask
88.141,113.743259,ask
88.129,81.769407,ask
88.11,0.760689,ask
88.095,0.6422,ask
88.093,8.515416,ask
88.088,54.568282,ask
88.086,0.6422,ask
88.085,83.845104,ask
88.059,0.6422,ask
88.05,0.6422,ask
88.043,1.189459,ask
88.041,66.737157,ask
88.032,0.6422,ask
88.027,34.122,ask
88.014,0.6422,ask
88.005,0.6422,ask
87.996,0.6422,ask
87.989,125.089846,ask
87.986,3.686048,ask
87.984,5.685721,ask
87.983,84.109408,ask
87.98,54.568282,ask
87.977,0.367,ask
87.976,600.0,ask
87.974,0.2752,ask
87.963,0.367,ask
87.961,0.2752,ask
87.95,0.6422,ask
87.947,28.432841,ask
87.93,0.367,ask
87.926,0.2752,ask
87.921,0.2752,bid
87.92,0.6422,bid
87.917,0.2752,bid
87.905,628.429601,bid
87.904,0.367,bid
87.901,0.2752,bid
87.898,5.492262,bid
87.894,0.367,bid
87.891,0.2752,bid
87.885,54.568282,bid
87.882,0.367,bid
87.881,5.685572,bid
87.879,0.2752,bid
87.871,11.371889,bid
87.87,0.6422,bid
87.865,113.718403,bid
87.861,0.6422,bid
87.854,5.492262,bid
87.852,0.6422,bid
87.843,0.6422,bid
87.834,20.515656,bid
87.829,0.367,bid
87.825,0.2752,bid
87.824,54.568282,bid
87.822,34.118,bid
87.82,0.367,bid
87.816,0.2752,bid
87.811,0.367,bid
87.807,0.2752,bid
87.798,84.169336,bid
87.775,0.367,bid
87.773,68.022021,bid
87.771,0.2752,bid
87.766,0.367,bid
87.753,0.367,bid
87.747,68.710584,bid
87.744,0.6422,bid
87.735,0.367,bid
87.717,0.367,bid
87.711,113.743259,bid
87.708,0.6422,bid
87.7,533.783738,bid
87.699,0.2752,bid
87.69,0.367,bid
87.689,280.002662,bid
87.688,20.634089,bid
87.681,0.6422,bid
87.677,83.861448,bid
87.672,0.2752,bid
87.663,0.367,bid
88.8,0.754783,ask
88.732,53.063763,ask
88.724,2018.47179,ask
88.695,0.005783,ask
88.585,0.004916,ask
88.571,1.182365,ask
88.445,112.768975,ask
88.368,0.004178,ask
88.274,185.42353,ask
88.213,113.654839,ask
88.196,7.452018,ask
88.193,79.671917,ask
88.181,0.367,ask
88.176,54.645633,ask
88.172,82.136407,ask
88.154,0.367,ask
88.112,0.2752,ask
88.11,0.760689,ask
88.109,0.367,ask
88.101,62.266278,ask
88.1,0.367,ask
88.094,84.120304,ask
88.093,8.515416,ask
88.091,0.367,ask
88.085,0.2752,ask
88.082,0.367,ask
88.076,0.2752,ask
88.075,34.114,ask
88.073,0.367,ask
88.067,0.2752,ask
88.064,0.367,ask
88.06,113.654839,ask
88.058,0.2752,ask
88.056,11.362278,ask
88.055,0.367,ask
88.054,54.645633,ask
88.053,83.834208,ask
88.049,5.956413,ask
88.048,2.0,ask
88.046,0.367,ask
88.045,2.0,ask
88.043,1.189459,ask
88.04,0.2752,ask
88.037,0.367,ask
88.032,600.0,ask
88.031,0.2752,ask
88.028,0.367,ask
88.022,0.2752,ask
88.021,28.41371,ask
88.013,0.63922,ask
87.984,0.367,bid
87.978,28.41371,bid
87.975,0.367,bid
87.974,0.2752,bid
87.966,5.500047,bid
87.965,0.2752,bid
87.964,0.367,bid
87.959,600.0,bid
87.956,2.0,bid
87.955,6.323413,bid
87.95,11.362426,bid
87.946,0.6422,bid
87.932,114.297039,bid
87.924,54.645633,bid
87.921,0.2752,bid
87.916,5.500047,bid
87.915,0.367,bid
87.906,0.2752,bid
87.905,0.367,bid
87.902,20.240456,bid
87.898,34.099,bid
87.894,0.2752,bid
87.892,0.367,bid
87.881,0.6422,bid
87.872,0.6422,bid
87.868,83.894136,bid
87.863,0.367,bid
87.861,0.2752,bid
87.853,0.367,bid
87.849,62.907308,bid
87.848,0.2752,bid
87.838,0.367,bid
87.833,0.2752,bid
87.828,0.367,bid
87.824,54.920833,bid
87.819,0.367,bid
87.813,61.872198,bid
87.806,0.2752,bid
87.799,0.367,bid
87.79,0.367,bid
87.782,113.654839,bid
87.781,276.351237,bid
87.779,0.2752,bid
87.766,0.367,bid
87.757,0.367,bid
87.752,0.2752,bid
87.75,563.179617,bid
87.743,0.2752,bid
87.735,0.367,bid
87.726,0.367,bid
88.296,7.0537,ask
88.273,0.367,ask
88.266,81.769407,ask
88.255,0.367,ask
88.246,0.367,ask
88.244,83.845104,ask
88.228,0.367,ask
88.201,0.367,ask
88.199,113.649326,ask
88.183,0.367,ask
88.182,2.258077,ask
88.18,1.109747,ask
88.176,54.643519,ask
88.165,0.367,ask
88.156,84.201208,ask
88.153,7.350339,ask
88.147,0.367,ask
88.12,0.367,ask
88.114,34.084,ask
88.111,0.367,ask
88.11,0.760689,ask
88.107,64.359338,ask
88.103,0.2752,ask
88.102,0.367,ask
88.094,0.2752,ask
88.093,1.576247,ask
88.085,0.2752,ask
88.078,0.367,ask
88.076,0.2752,ask
88.069,0.367,ask
88.067,0.2752,ask
88.06,114.009606,ask
88.058,54.918719,ask
88.048,0.2752,ask
88.046,0.367,ask
88.037,0.6422,ask
88.029,600.0,ask
88.028,0.367,ask
88.027,0.2752,ask
88.017,0.367,ask
88.015,28.409625,ask
88.009,0.2752,ask
88.008,0.367,ask
88.0,0.2752,ask
87.997,0.367,ask
87.991,0.2752,ask
87.982,0.6422,ask
87.981,0.367,ask
87.979,0.2752,ask
87.978,0.367,ask
87.973,28.410547,bid
87.971,0.2752,bid
87.966,5.499807,bid
87.962,0.367,bid
87.961,0.2752,bid
87.953,0.367,bid
87.951,600.0,bid
87.948,0.2752,bid
87.942,0.367,bid
87.935,0.2752,bid
87.933,114.013115,bid
87.931,2e-05,bid
87.926,0.2752,bid
87.924,55.010519,bid
87.917,0.2752,bid
87.916,5.499807,bid
87.915,0.367,bid
87.908,0.2752,bid
87.906,0.367,bid
87.899,0.2752,bid
87.897,0.367,bid
87.89,0.2752,bid
87.888,0.367,bid
87.881,0.2752,bid
87.879,0.367,bid
87.873,34.081,bid
87.872,0.2752,bid
87.87,0.367,bid
87.863,0.2752,bid
87.861,0.367,bid
87.854,68.285886,bid
87.852,0.367,bid
87.845,0.2752,bid
87.843,0.367,bid
87.827,0.2752,bid
87.825,0.367,bid
87.824,54.643519,bid
87.818,0.2752,bid
87.816,0.367,bid
87.809,0.2752,bid
87.808,1.109747,bid
87.807,0.367,bid
87.805,20.240456,bid
87.803,2.179816,bid
87.8,0.2752,bid
87.799,67.546821,bid
87.798,0.367,bid
87.791,0.2752,bid
87.789,0.367,bid
87.782,0.2752,bid
88.777,0.149849,ask
88.732,53.063763,ask
88.695,0.005783,ask
88.664,2019.092264,ask
88.64,109.467166,ask
88.585,0.004916,ask
88.571,1.182365,ask
88.445,3.301809,ask
88.368,0.004178,ask
88.322,185.42353,ask
88.31,79.671917,ask
88.296,7.0537,ask
88.285,81.769407,ask
88.259,83.845104,ask
88.11,0.760689,ask
88.093,1.209247,ask
88.081,113.857515,ask
88.069,83.834208,ask
88.058,7.498458,ask
88.0,55.126558,ask
87.991,0.367,ask
87.983,60.206533,ask
87.982,0.367,ask
87.973,0.367,ask
87.966,9.023729,ask
87.96,0.001576,ask
87.959,4.511864,ask
87.957,0.367,ask
87.956,34.125,ask
87.948,0.367,ask
87.941,168.617073,ask
87.939,0.367,ask
87.93,0.367,ask
87.919,0.367,ask
87.91,600.367,ask
87.909,2.0,ask
87.901,0.367,ask
87.896,28.739579,ask
87.885,0.6422,ask
87.884,0.2752,ask
87.882,0.6422,ask
87.881,0.6422,ask
87.88,0.6422,ask
87.879,0.367,ask
87.871,0.6422,ask
87.87,0.6422,ask
87.869,0.6422,ask
87.867,0.6422,ask
87.866,0.367,ask
87.862,0.367,ask
87.857,0.6422,bid
87.856,0.2752,bid
87.855,28.464379,bid
87.85,5.422619,bid
87.848,0.367,bid
87.847,0.2752,bid
87.837,0.2752,bid
87.835,600.367,bid
87.826,0.367,bid
87.824,0.2752,bid
87.817,113.857515,bid
87.816,0.367,bid
87.815,0.2752,bid
87.81,54.759558,bid
87.808,1.0,bid
87.807,0.367,bid
87.806,4.573757,bid
87.802,8.606649,bid
87.798,0.367,bid
87.797,0.2752,bid
87.789,0.367,bid
87.788,0.2752,bid
87.78,0.367,bid
87.779,5.697819,bid
87.771,0.367,bid
87.77,0.2752,bid
87.762,0.367,bid
87.761,0.2752,bid
87.753,0.367,bid
87.752,0.2752,bid
87.744,0.367,bid
87.743,0.2752,bid
87.737,34.133,bid
87.736,54.759558,bid
87.735,0.367,bid
87.734,0.2752,bid
87.726,0.367,bid
87.725,0.2752,bid
87.722,65.22284,bid
87.717,0.367,bid
87.716,0.2752,bid
87.708,0.367,bid
87.707,0.2752,bid
87.699,63.561485,bid
87.698,0.2752,bid
87.69,0.367,bid
87.689,0.2752,bid
87.688,20.634089,bid
87.687,20.240456,bid
87.681,0.367,bid
89.371,3.267605,ask
89.226,0.008004,ask
89.101,1.175329,ask
89.041,1.196372,ask
88.986,2012.689192,ask
88.976,53.063763,ask
88.95,0.733,ask
88.907,3.284674,ask
88.868,1.018,ask
88.8,0.754783,ask
88.777,0.149849,ask
88.695,0.005783,ask
88.648,185.42353,ask
88.64,109.467166,ask
88.585,0.004916,ask
88.571,1.182365,ask
88.445,3.301809,ask
88.43,79.671917,ask
88.414,113.390941,ask
88.41,81.769407,ask
88.405,83.834208,ask
88.374,83.845104,ask
88.368,0.004178,ask
88.357,6.903298,ask
88.352,54.444379,ask
88.325,12.387047,ask
88.289,67.691538,ask
88.27,0.2752,ask
88.266,5.615165,ask
88.264,0.367,ask
88.263,11.225981,ask
88.26,34.051,ask
88.255,0.367,ask
88.252,0.2752,ask
88.249,54.444379,ask
88.248,113.420128,ask
88.246,0.367,ask
88.243,0.2752,ask
88.237,0.367,ask
88.228,0.367,ask
88.225,0.2752,ask
88.219,0.367,ask
88.216,0.2752,ask
88.215,600.0,ask
88.21,0.367,ask
88.208,28.355032,ask
88.207,0.2752,ask
88.201,0.367,ask
88.198,0.2752,ask
88.192,0.367,ask
88.169,0.367,bid
