timestamp,sentiment
1768416290.9791713,-0.042525717058543744
1768416351.9999173,-0.049054191789161164
1768416413.0114114,-0.04911044320810708
1768416556.3801663,-0.04916402215765534
1768416674.2052488,-0.04921505560513968
1768416735.2102697,-0.048794537131435764
1768416796.2245486,-0.05506780615403075
1768416857.2354946,-0.012330491429342939
1768416918.2396822,-0.026569125537276597
1768416979.2595818,-0.05538480573160302
1768417040.2722588,-0.055499818840223106
1768417101.2813332,-0.05560936774867056
1768417162.2999127,-0.055713712057645554
1768417223.3112044,-0.055813099034382904
1768417284.3290358,-0.05590776419860723
1768417345.3512106,-0.05599793188064971
1768417406.3640158,-0.05608381575304915
1768417467.378636,-0.056165619336896955
1768417528.3909001,-0.056243536484125965
1768417589.4041927,-0.05925458270080416
1768417650.4142048,-0.03464110742615449
1768417727.0600474,-0.017220146211684953
1768417825.1873233,-0.016955388128040608
1768418161.6777902,-0.0167032085337851
1768418228.2773187,-0.021599992372483875
1768418344.713054,-0.023334940325827617
1768418405.7297497,-0.025862982978395975
1768418467.4939537,-0.03534861188976361
1768418528.5103369,-0.011956646493299385
1768418589.515018,-0.0007599140842878393
1768418650.5278015,-0.0004379573679024022
1768418711.538326,-0.00013129661183278966
1768418772.5563214,0.00016079488533791812
1768418833.5714455,0.0004390092999011497
1768418894.593426,0.0007040059232897595
1768418955.600656,0.0009564127244168991
1768419016.609167,0.0011968278377891464
1768419077.6139305,0.00546115934889074
1768419138.6239004,0.014732423454833877
1768419199.6415436,0.015050997941116615
1768419260.6500921,0.026567724322558276
1768419321.6657045,0.024661617881930865
1768419382.6830401,0.04346175267474604
1768419443.7005363,0.09935809679347649
1768419504.7136593,0.10030226550997455
1768419565.7303689,0.10120157736688873
1768419626.7446616,0.10205816348529573
1768419687.7650108,0.10287405373805553
1768419748.7679372,0.10365118156005013
1768419809.776095,0.10439138852989104
1768419870.7894478,0.10509642873395271
1768419931.7971122,0.10576797292307343
1768419992.8082256,0.10640761247177404
1768420053.822556,0.11688678579995176
1768420114.8374538,0.11755213376170039
1768420175.844068,0.11818587146187914
1768420236.8605325,0.1254685562380731
1768420297.8770418,0.12610105628834087
1768420358.8834639,0.12670350666057345
1768420419.9030426,0.12727733499600127
1768420480.9179716,0.12782390110952133
1768420541.9310281,0.12834450021208338
1768420602.938676,0.1288403659799828
1768420663.9429367,0.12931267347833308
1768420724.9467008,0.1297625419456461
1768420785.950949,0.13020224905303399
1768420846.9640265,0.1303481200782997
1768420907.9798722,0.13073469905726384
1768420968.986759,0.13110291191301873
1768421030.0120437,0.13145363120848197
1768421091.0175107,0.12775510794351327
1768421152.0252724,0.12803854796156827
1768421213.036952,0.12830852192332615
1768421274.0472782,0.12856566959261925
1768421335.058726,0.12881060033850425
1768421396.0612679,0.13617592026877717
1768421457.0724754,0.12189406411834719
1768421518.0846364,0.12203874873278331
1768421579.0862918,0.03630674313719391
1768421640.089856,0.03611979639617223
1768421701.1012344,0.03681472743433893
1768421762.1055284,0.03627697756251775
1768421823.109538,0.03576477584757791
1768421884.1261406,0.03892862102740265
1768421945.1329575,0.038495396280437945
1768422006.14867,0.038082753767668565
1768422067.1554782,0.03768971564014327
1768422128.159053,0.0373153505058971
1768422189.1735353,0.03695877122280926
1768422250.1817775,0.037955649442455844
1768422311.186996,0.04176080344708071
1768422372.200665,0.04149911376124748
1768422433.2148848,0.04132331694287385
1768422494.223808,0.045106271348978516
1768422555.2323353,0.039313417203691824
1768422616.247536,0.05602483982359464
1768422677.2663498,0.05595164894909661
1768422738.283303,0.06278176254165213
1768422799.296607,0.0627748120798692
1768422860.3109217,0.06276819183013714
1768422921.3242075,0.0627618861042899
1768422982.3352602,0.06275587995949632
1768423043.343677,0.06275015916284965
1768423104.3655457,0.05332158825432885
1768423165.3750072,0.05323520550638741
1768423226.394892,0.053152926748259624
1768423287.4169776,0.05307455700198065
1768423348.439786,0.028398861093868417
1768423409.448216,0.02811579056776851
1768423470.4733694,-0.013122919132598283
1768423531.4926538,-0.013732734301130492
1768423592.5102725,-0.014313577536035795
1768423653.5255423,-0.01486682527558827
1768423714.5372827,-0.015393788564348662
1768423775.5612624,-0.015895716159978413
1768423836.5909271,-0.016373797492450916
1768423897.6040087,-0.016829165482672534
1768423958.6153176,-0.017262899227192662
1768424019.6428344,-0.017676026555364977
1768424080.6570344,-0.03850610181701873
1768424141.6677,-0.20929462347898667
1768424202.688907,-0.21127749230448467
1768424263.7073715,-0.21435311674966306
1768424324.7403662,-0.21617000574225723
1768424385.7708251,-0.21790057548597536
1768424446.784461,-0.21954892695383063
1768424507.7988362,-0.22111896628419767
1768424568.829921,-0.22261441403728313
1768424629.8449934,-0.2240388140118275
1768424690.8692384,-0.22539554164293046
1768424751.8854854,-0.22668781200090146
1768424812.9041486,-0.22921032088131923
1768424873.9201293,-0.2303938473026168
1768424934.9482646,-0.23761487331748787
1768424995.963509,-0.23874111944188073
1768425056.9823139,-0.242275121437613
1768425117.9942985,-0.24331810220016667
1768425179.0037065,-0.24324089807844262
1768425240.024883,-0.24417790536001413
1768425301.0391166,-0.24507039601725344
1768425362.0494256,-0.24898287177701123
1768425423.0727506,-0.32546052177487544
1768425484.0864465,-0.326908639849618
1768425545.1030264,-0.3282879587489541
1768425606.1263335,-0.3291861381021588
1768425667.1424675,-0.3304339281580623
1768425728.1562247,-0.33024138209054743
1768425789.1804516,-0.3297293703363481
1768425850.1971881,-0.3307822333112632
1768425911.206652,-0.3324782364650273
1768425972.2298188,-0.33343940668522704
1768426033.2543595,-0.3343549123151366
1768426094.283755,-0.3352269228506085
1768426155.298389,-0.33605750471611723
1768426216.324471,-0.33684862616161515
1768426277.3353407,-0.3376021619267422
1768426338.3531928,-0.3383198976834416
1768426399.381449,-0.33784139775534516
1768426460.3962367,-0.3464917765738327
1768426521.410427,-0.3471714704442417
1768426582.4217126,-0.3478188724880182
1768426643.439668,-0.4124442028701151
1768426704.4519162,-0.4100823012596174
1768426765.465214,-0.4638323585397773
1768426826.497196,-0.4652908928344441
1768426887.5050874,-0.46668013308567247
1768426948.5211604,-0.4680033714097148
1768427009.5514433,-0.4538037950808495
1768427070.5594566,-0.41477102357369106
1768427131.577885,-0.41543328004462166
1768427192.581224,-0.4160723862250408
1768427253.5954218,-0.3432438155773168
1768427314.600459,-0.34319087795140074
1768427375.613601,-0.34314912864150393
1768427436.6236298,-0.2445850914148018
1768427497.6400273,-0.24369057129830574
1768427558.6464574,-0.242838549267755
1768427619.6724732,-0.24202700626591914
1768427680.6969645,-0.24125401915970188
1768427741.7090006,-0.24051775618284613
1768427802.7305853,-0.1347308409582927
1768427863.7453964,-0.1331574236174186
1768427924.771476,-0.1316587583409724
1768427985.7864804,-0.13023129370557068
1768428046.800438,-0.12887164701371268
1768428107.8104448,0.06537475982720692
1768428168.8234692,0.06827081619282577
1768428229.829943,0.07102928058439224
1768428290.8402739,0.0737154526679115
1768428351.8471029,0.07621854379692483
1768428412.854988,0.07860271464682077
1768428473.8598828,0.08087361504497531
1768428534.867654,0.08303662639903309
1768428595.8823225,0.08568436829431929
1768428656.8970048,0.08765179729479687
1768428717.9029377,0.08952575498567308
1768428778.907244,0.09155632377683182
1768428839.912328,0.09325856668608906
1768428900.919649,0.09487993710950345
1768428961.9356568,0.09642427724781545
1768429022.9418266,0.09967186159356786
1768429083.9591978,0.10108825415377082
1768429144.9741707,0.08224266325464819
1768429205.9811978,0.08335366508030753
1768429266.9986525,0.08441188391070316
1768429328.0082426,0.0854198274326135
1768429389.0171428,0.08637988419420146
1768429450.0340247,0.08729432926521481
1768429511.0491955,0.08816532962827409
1768429572.0569463,0.09071193217282285
1768429633.0618184,0.09151693122263942
1768429694.0798106,0.09228368527586604
1768429755.0882444,0.08676378310168555
1768429816.101149,0.08740555786595118
1768429877.1112509,0.08801684231637551
1768429938.1291285,0.059804159599715884
1768429999.1507473,0.06011063407360297
1768430060.1631556,0.06040254813874002
1768430121.1702104,0.06068059355095348
1768430182.1865563,0.06094542920118726
1768430243.201706,0.06119088838245903
1768430304.212099,0.1452489499667644
1768430365.2257795,0.13968148219258558
1768430426.2340329,0.13400961531910438
1768430487.2401757,0.13513777276153047
1768430548.2489495,0.13585832039167392
1768430609.2624602,0.16340537924432214
1768430670.2781446,0.1290449731856218
1768430731.2827027,0.1212551979962845
1768430792.3010075,0.11051746510186691
1768430853.3153846,0.1108421524360593
1768430914.3310213,0.11115141408000793
1768430975.3372293,0.1114459828985167
1768431036.3487668,0.11172655693844538
1768431097.3520436,0.11199380108288814
1768431158.3640296,0.11224834862676324
1768431219.3746667,0.11249080277754711
1768431280.3942673,0.11272173808470991
1768431341.401421,0.11294170180123922
1768431402.4080875,0.08673914379029736
1768431463.424021,0.08671112849637852
1768431524.4279923,0.08668444419138524
1768431585.4315903,0.08665902764087403
1768431646.4397619,0.0866348186146299
1768431707.452779,0.004712276492392201
1768431768.4683805,0.003984605780240114
1768431829.488617,0.0032915395669632728
1768431890.5063345,0.002631400491885434
1768431951.5231829,-0.03626370428901916
1768432012.5439546,-0.03719232269122369
1768432073.5476668,-0.18569226871508387
1768432134.5650074,-0.18780664871729288
1768432195.577186,-0.18982057586059137
1768432256.5968757,-0.19173882259688144
1768432317.6252334,-0.19356593464188857
1768432378.630167,-0.19530624174725428
1768432439.6496277,-0.1969638679608533
1768432500.65854,-0.19854274139964975
1768432561.6771827,-0.20004660355825093
1768432622.6979873,-0.20147901817521768
1768432694.3859441,-0.1792164684085429
1768432805.7358377,-0.18252753883016515
1768432866.7428913,-0.18359052085624467
1768432927.7470152,-0.18460300127741935
1768432988.756529,-0.18556737939305215
1768433049.7682502,-0.22390684176707734
1768433136.5366468,-0.35592180825010283
1768433197.5590851,-0.3581894403850735
