timestamp,open,high,low,close,volume
2026-01-28 20:45:00+00:00,3009.37,3012.68,3005.22,3010.73,14.744984
2026-01-28 21:00:00+00:00,3010.73,3012.32,2991.86,3012.32,45.54521
2026-01-28 21:15:00+00:00,3012.32,3015.22,3009.41,3009.45,25.167314
2026-01-28 21:30:00+00:00,3009.45,3017.45,3005.63,3015.84,8.773425
2026-01-28 21:45:00+00:00,3015.84,3018.49,3012.37,3016.23,5.802307
2026-01-28 22:00:00+00:00,3016.23,3022.74,3010.01,3010.01,11.387958
2026-01-28 22:15:00+00:00,3010.01,3010.92,3003.8,3010.12,3.056772
2026-01-28 22:30:00+00:00,3010.12,3011.18,3008.98,3008.98,14.183961
2026-01-28 22:45:00+00:00,3008.98,3014.31,3008.98,3013.59,63.521837
2026-01-28 23:00:00+00:00,3013.59,3017.92,3011.29,3013.06,12.404629
2026-01-28 23:15:00+00:00,3013.06,3017.66,3007.2,3008.55,8.043533
2026-01-28 23:30:00+00:00,3008.55,3008.55,3004.58,3007.54,8.600732
2026-01-28 23:45:00+00:00,3007.54,3008.75,3003.68,3003.68,22.118619
2026-01-29 00:00:00+00:00,3003.68,3008.1,2999.3,2999.4,3.894291
2026-01-29 00:15:00+00:00,2999.4,3003.61,2997.55,3002.24,0.955241
2026-01-29 00:30:00+00:00,3002.24,3004.35,2994.18,2994.18,5.428009
2026-01-29 00:45:00+00:00,2994.18,3005.24,2992.1,3004.85,17.691649
2026-01-29 01:00:00+00:00,3004.85,3004.89,3001.21,3003.0,1.464168
2026-01-29 01:15:00+00:00,3003.0,3003.0,2982.8,2990.51,4.920581
2026-01-29 01:30:00+00:00,2990.51,2995.81,2989.87,2995.14,3.044695
2026-01-29 01:45:00+00:00,2995.14,2998.09,2987.21,2987.22,9.627331
2026-01-29 02:00:00+00:00,2987.22,2993.84,2987.12,2989.38,4.7987
2026-01-29 02:15:00+00:00,2989.38,2994.13,2988.71,2993.05,4.457867
2026-01-29 02:30:00+00:00,2993.05,2993.05,2960.0,2960.19,96.959397
2026-01-29 02:45:00+00:00,2960.19,2961.42,2940.32,2954.23,40.703395
2026-01-29 03:00:00+00:00,2954.23,2965.3,2949.4,2964.15,28.262082
2026-01-29 03:15:00+00:00,2964.15,2964.15,2949.79,2950.19,11.110387
2026-01-29 03:30:00+00:00,2950.19,2953.89,2944.1,2953.28,30.60018
2026-01-29 03:45:00+00:00,2953.28,2955.44,2942.76,2947.98,27.636915
2026-01-29 04:00:00+00:00,2947.98,2948.94,2942.08,2944.88,22.320862
2026-01-29 04:15:00+00:00,2944.88,2948.4,2934.7,2942.35,13.02535
2026-01-29 04:30:00+00:00,2942.35,2950.16,2942.23,2949.22,22.634418
2026-01-29 04:45:00+00:00,2949.22,2954.63,2949.22,2954.63,1.555305
2026-01-29 05:00:00+00:00,2954.63,2960.0,2953.6,2955.99,2.903074
2026-01-29 05:15:00+00:00,2955.99,2956.98,2952.82,2953.72,2.87053
2026-01-29 05:30:00+00:00,2953.72,2956.0,2951.66,2951.66,9.61492
2026-01-29 05:45:00+00:00,2951.66,2952.27,2943.54,2943.54,1.671491
2026-01-29 06:00:00+00:00,2943.54,2952.07,2943.54,2948.95,0.738263
2026-01-29 06:15:00+00:00,2948.95,2953.34,2947.12,2947.95,43.939477
2026-01-29 06:30:00+00:00,2947.95,2955.32,2947.95,2951.99,10.385508
2026-01-29 06:45:00+00:00,2951.99,2951.99,2949.85,2951.57,1.75489
2026-01-29 07:00:00+00:00,2951.57,2955.38,2951.57,2953.82,0.446198
2026-01-29 07:15:00+00:00,2953.82,2954.96,2951.8,2951.83,1.325495
2026-01-29 07:30:00+00:00,2951.83,2955.68,2951.83,2954.83,0.447001
2026-01-29 07:45:00+00:00,2954.83,2958.6,2954.83,2956.26,4.778372
2026-01-29 08:00:00+00:00,2956.26,2956.26,2942.7,2944.75,17.740662
2026-01-29 08:15:00+00:00,2944.75,2962.19,2939.58,2961.18,39.111295
2026-01-29 08:30:00+00:00,2961.18,2961.18,2947.4,2948.5,41.208417
2026-01-29 08:45:00+00:00,2948.5,2951.16,2944.3,2947.05,38.338301
2026-01-29 09:00:00+00:00,2947.05,2948.7,2942.64,2942.64,2.571833
2026-01-29 09:15:00+00:00,2942.64,2945.09,2942.35,2945.09,0.948639
2026-01-29 09:30:00+00:00,2945.09,2947.01,2943.06,2943.47,2.457733
2026-01-29 09:45:00+00:00,2943.47,2944.66,2938.22,2938.22,16.348139
2026-01-29 10:00:00+00:00,2938.22,2940.88,2937.96,2940.26,0.181445
2026-01-29 10:15:00+00:00,2940.26,2943.11,2940.26,2941.87,0.374391
2026-01-29 10:30:00+00:00,2941.87,2944.06,2941.87,2942.22,1.214389
2026-01-29 10:45:00+00:00,2942.22,2944.63,2937.61,2939.61,6.93724
2026-01-29 11:00:00+00:00,2939.61,2939.61,2922.18,2934.57,37.691234
2026-01-29 11:15:00+00:00,2934.57,2936.2,2920.0,2920.5,54.021973
2026-01-29 11:30:00+00:00,2920.5,2925.84,2920.5,2925.0,5.304607
2026-01-29 11:45:00+00:00,2925.0,2928.86,2922.05,2925.64,13.822439
2026-01-29 12:00:00+00:00,2925.64,2928.68,2924.48,2927.35,42.761945
2026-01-29 12:15:00+00:00,2927.35,2928.29,2926.42,2926.74,0.991316
2026-01-29 12:30:00+00:00,2926.74,2933.22,2921.29,2927.56,3.737145
2026-01-29 12:45:00+00:00,2927.56,2929.48,2927.56,2929.44,1.368532
2026-01-29 13:00:00+00:00,2929.44,2932.86,2929.44,2930.2,17.628316
2026-01-29 13:15:00+00:00,2930.2,2933.35,2929.18,2932.52,5.655207
2026-01-29 13:30:00+00:00,2932.52,2933.62,2931.74,2931.9,0.945374
2026-01-29 13:45:00+00:00,2931.9,2933.4,2928.13,2929.59,3.243843
2026-01-29 14:00:00+00:00,2929.59,2931.2,2927.11,2927.2,7.053374
2026-01-29 14:15:00+00:00,2927.2,2929.63,2914.53,2914.67,12.961761
2026-01-29 14:30:00+00:00,2914.67,2919.72,2900.88,2905.14,73.965024
2026-01-29 14:45:00+00:00,2905.14,2907.88,2869.98,2870.0,381.968275
2026-01-29 15:00:00+00:00,2870.0,2870.0,2807.0,2807.0,323.312622
2026-01-29 15:15:00+00:00,2807.0,2833.75,2801.0,2829.47,85.856322
2026-01-29 15:30:00+00:00,2829.47,2835.9,2791.82,2798.01,128.43575
2026-01-29 15:45:00+00:00,2798.01,2820.22,2795.35,2818.85,45.33597
2026-01-29 16:00:00+00:00,2818.85,2818.85,2796.95,2812.27,71.683301
2026-01-29 16:15:00+00:00,2812.27,2818.91,2802.89,2805.65,73.811721
2026-01-29 16:30:00+00:00,2805.65,2813.98,2805.0,2807.08,59.383088
2026-01-29 16:45:00+00:00,2807.08,2830.52,2805.47,2829.5,36.815239
2026-01-29 17:00:00+00:00,2829.5,2842.42,2829.42,2836.46,34.810741
2026-01-29 17:15:00+00:00,2836.46,2854.24,2831.48,2836.06,106.358024
2026-01-29 17:30:00+00:00,2836.06,2843.23,2823.38,2829.04,80.6636
2026-01-29 17:45:00+00:00,2829.04,2829.19,2814.28,2818.42,120.843369
2026-01-29 18:00:00+00:00,2818.42,2829.95,2817.72,2823.15,43.273923
2026-01-29 18:15:00+00:00,2823.15,2823.26,2797.51,2798.89,161.52158
2026-01-29 18:30:00+00:00,2798.89,2806.08,2770.45,2797.5,405.919972
2026-01-29 18:45:00+00:00,2797.5,2797.65,2751.0,2757.72,1022.286956
2026-01-29 19:00:00+00:00,2757.72,2770.0,2752.65,2770.0,67.173504
2026-01-29 19:15:00+00:00,2770.0,2781.61,2763.66,2775.17,43.647069
2026-01-29 19:30:00+00:00,2775.17,2803.03,2775.17,2793.01,117.803425
2026-01-29 19:45:00+00:00,2793.01,2798.54,2789.12,2793.55,20.891775
2026-01-29 20:00:00+00:00,2793.55,2794.23,2783.83,2784.98,20.80361
2026-01-29 20:15:00+00:00,2784.98,2797.5,2784.98,2790.26,46.210763
2026-01-29 20:30:00+00:00,2790.26,2794.08,2783.43,2793.12,17.282336
2026-01-29 20:45:00+00:00,2793.12,2804.45,2791.43,2800.49,54.916069
2026-01-29 21:00:00+00:00,2800.49,2814.74,2800.49,2814.74,30.922325
2026-01-29 21:15:00+00:00,2814.74,2814.74,2800.11,2810.13,462.607814
2026-01-29 21:30:00+00:00,2810.13,2814.06,2807.46,2811.34,83.668644
2026-01-29 21:45:00+00:00,2811.34,2818.48,2811.34,2815.9,22.247608
2026-01-29 22:00:00+00:00,2815.9,2820.0,2807.31,2807.31,22.098773
2026-01-29 22:15:00+00:00,2807.31,2810.2,2807.31,2809.94,5.27433
2026-01-29 22:30:00+00:00,2809.94,2812.73,2809.94,2811.43,2.515117
2026-01-29 22:45:00+00:00,2811.43,2816.17,2811.43,2815.41,1.742359
2026-01-29 23:00:00+00:00,2815.41,2818.82,2808.72,2810.61,12.658856
2026-01-29 23:15:00+00:00,2810.61,2819.52,2808.87,2814.18,9.372513
2026-01-29 23:30:00+00:00,2814.18,2821.34,2814.18,2819.88,3.823367
2026-01-29 23:45:00+00:00,2819.88,2821.14,2817.72,2817.72,4.156225
2026-01-30 00:00:00+00:00,2817.72,2823.68,2815.55,2815.55,22.706926
